product_id,product_name,category,num_reviews_total,num_reviews_clean,num_fakes_removed,avg_star_rating,avg_predicted_star,avg_predicted_confidence,agg_norm_rating,agg_predicted_star_norm,agg_predicted_confidence,agg_mean_mismatch,agg_helpful_votes_total,fuzzy_quality,fuzzy_consensus,fuzzy_dispute,fuzzy_engagement,topsis_score,confidence_discount,senticrank_score,senticrank_score_100,baseline_star_score,sentic_rank_overall,sentic_rank_in_category,baseline_rank_overall,rank_delta
119593476,Велосипед MACOGE Велосипед складной универсальный Macoge Badao-20 2024 11 дюймов белый,Sport,30,30,0,4.833333333333333,4.866666666666666,0.8516760898979768,0.9747899159663883,0.9789915966386566,0.868910315549206,0.05042016806722183,119.0,0.875,1.0,1.0,0.5294772383924826,0.8994881966817675,0.8571428571428571,0.8474389215677682,84.74389215677682,96.66666666666666,32,1,278,246
110634950,Велосипед BUSTER BMX GR-S 2023 14 дюймов серебристый,Sport,29,29,0,4.827586206896552,4.827586206896552,0.8763745481000417,0.9545454545454551,0.9545454545454551,0.9000846474615741,0.0,165.0,0.875,1.0,1.0,0.5653651896018197,0.9010194466002323,0.8529411764705882,0.847358456301635,84.7358456301635,96.55172413793103,33,2,287,254
118620912,Велосипед Phoenix 2024 22 дюйма красный,Sport,29,29,0,4.448275862068965,4.551724137931035,0.8454888078490248,0.9005882352941179,0.9247058823529413,0.8527894462177257,0.12470588235294046,425.0,0.875,1.0,1.0,0.6695965230458332,0.8929528859024,0.8529411764705882,0.8388103157996133,83.88103157996133,88.96551724137932,53,3,455,402
101625140,Велосипед Skillmax DR-Z 2021 14 дюймов зеленый,Sport,28,28,0,4.392857142857143,4.392857142857143,0.8507964421073687,0.917391304347827,0.9163043478260876,0.8939098566280561,0.02173913043478141,230.0,0.875,1.0,1.0,0.6019094035806895,0.8921551866518826,0.8484848484848485,0.8361992409815149,83.61992409815149,87.85714285714286,63,4,473,410
118674757,Велосипед Huber Huber Cross 2.0 2024 19 дюймов черный,Sport,30,30,0,5.0,4.666666666666667,0.7914798592111797,1.0,0.9385964912280741,0.8175394284976398,0.2456140350877032,57.0,0.875,1.0,1.0,0.44906858693083546,0.8877599397323898,0.8571428571428571,0.8349492549089499,83.49492549089499,100.0,67,5,1,-66
119070727,Велосипед FNIX 6920 2024 17 дюймов белый,Sport,29,29,0,4.655172413793103,4.689655172413793,0.8325166502852259,0.9230769230769248,0.9269230769230782,0.8526825749494521,0.01538461538461362,130.0,0.875,1.0,1.0,0.5391771211300207,0.884656449600398,0.8529411764705882,0.8300185759451492,83.00185759451492,93.10344827586206,83,6,387,304
117523677,Велосипед Cruzer WISENT 2024 17 дюймов серебристый,Sport,26,26,0,4.884615384615385,4.8076923076923075,0.8140249529947735,0.9558823529411764,0.9147058823529406,0.7978412775974085,0.18823529411764645,85.0,0.875,0.9956825551928258,1.0,0.4926328089896196,0.8881699867192524,0.8387096774193549,0.8281733220554304,82.81733220554304,97.69230769230771,87,7,225,138
117597956,Велосипед Cruzer WISENT 2024 17 дюймов синий,Sport,30,30,0,4.866666666666666,4.8,0.7996689389475232,0.9281249999999976,0.9124999999999978,0.811785490297426,0.06249999999999971,80.0,0.875,1.0,1.0,0.486008316605481,0.8778366386819393,0.8571428571428571,0.8243817236201849,82.43817236201849,97.33333333333333,102,8,235,133
117774331,Велосипед Cruzer Sheriff 2024 17 дюймов зеленый,Sport,30,30,0,4.966666666666667,5.0,0.857238587003063,0.9926470588235299,1.0,0.8500928408872459,0.029411764705881065,34.0,0.875,1.0,1.0,0.393207126875912,0.8769768639332698,0.8571428571428571,0.8234661314687765,82.34661314687764,99.33333333333334,106,9,121,15
118305592,Велосипед TC-7 2024 19 дюймов синий,Sport,29,29,0,4.655172413793103,4.620689655172414,0.8681905884229653,0.9500000000000036,0.9454545454545494,0.878153824520901,0.018181818181816824,55.0,0.875,1.0,1.0,0.4451876287791622,0.8780867584990472,0.8529411764705882,0.8230566692921291,82.3056669292129,93.10344827586206,108,10,387,279
