product_id,product_name,category,num_reviews_total,num_reviews_clean,num_fakes_removed,avg_star_rating,avg_predicted_star,avg_predicted_confidence,agg_norm_rating,agg_predicted_star_norm,agg_predicted_confidence,agg_mean_mismatch,agg_helpful_votes_total,fuzzy_quality,fuzzy_consensus,fuzzy_dispute,fuzzy_engagement,topsis_score,confidence_discount,senticrank_score,senticrank_score_100,baseline_star_score,sentic_rank_overall,sentic_rank_in_category,baseline_rank_overall,rank_delta
107840242,"Набор игрушек для купания A-Toys Черепашки DB2022, мультиколор",Kids,29,29,0,5.0,4.827586206896552,0.8636624122083749,1.0,0.9907024793388435,0.9209964191573922,0.03719008264462585,484.0,0.875,1.0,1.0,0.6839418744728226,0.9328116964911993,0.8529411764705882,0.8810487276729769,88.10487276729769,100.0,2,1,1,-1
106649059,Игрушка-мялка CB6675 мультиколор,Kids,25,25,0,4.96,4.92,0.8183345918355982,0.9959016393442623,0.991803278688525,0.8973895408268084,0.04918032786885066,244.0,0.875,1.0,1.0,0.608416925082893,0.9176110447411583,0.8333333333333334,0.8565511467148395,85.65511467148394,99.2,15,2,152,137
106591232,Коврик 180x200 см,Kids,28,28,0,4.464285714285714,4.535714285714286,0.8536677134582925,0.9191176470588232,0.9269607843137252,0.9107173382091772,0.03137254901960763,510.0,0.875,1.0,1.0,0.6897172727648593,0.9064694946498361,0.8484848484848485,0.8512888717831051,85.1288871783105,89.28571428571429,25,3,451,426
112495408,Карточки Звуки животных,Kids,30,30,0,4.9,4.766666666666667,0.8029025830457887,0.9765624999999998,0.955729166666668,0.8203790267257463,0.08333333333332717,96.0,0.875,1.0,1.0,0.5059445458038915,0.8954175858378551,0.8571428571428571,0.8431040427569033,84.31040427569033,98.00000000000001,43,4,204,161
113210821,Книжка-игрушка Папка Монтессори,Kids,30,30,0,4.866666666666666,4.666666666666667,0.7995515966057737,0.9519230769230741,0.9278846153846146,0.8096277544475914,0.09615384615383753,104.0,0.875,1.0,1.0,0.5147092060272822,0.8910511259613092,0.8571428571428571,0.8384541081099601,83.84541081099601,97.33333333333333,54,5,235,181
113793320,Прорезыватель YINLE Манхэттенский шар,Kids,29,29,0,4.862068965517241,4.793103448275862,0.7900000789554502,0.9743589743589761,0.961538461538464,0.8076070336467795,0.10256410256409618,78.0,0.875,1.0,1.0,0.4832432736228172,0.8907928686619954,0.8529411764705882,0.8365213438883586,83.65213438883586,97.24137931034483,60,6,247,187
107731384,Игровой центр слоник,Kids,28,27,1,4.777777777777778,4.444444444444445,0.7465560851718678,0.966836734693879,0.8775510204081615,0.764910508576707,0.3571428571428698,98.0,0.875,0.9298210171515543,1.0,0.5082016845250789,0.8917232072382736,0.84375,0.8338702930874426,83.38702930874426,95.55555555555554,72,7,319,247
101668097,Сортер Learning Resources Ежик Спайк,Kids,27,27,0,4.851851851851852,4.925925925925926,0.7783772559149271,0.9592391304347822,0.9809782608695647,0.7767753057993492,0.1521739130434809,92.0,0.875,0.9535506115967913,1.0,0.5012871857151964,0.8896308083933011,0.84375,0.8316768699395599,83.167686993956,97.03703703703704,79,8,266,187
115890212,Книжка-игрушка Животные на ферме,Kids,29,29,0,4.931034482758621,4.827586206896552,0.74436987678715,0.9908536585365861,0.969512195121954,0.7184467981652398,0.10975609756096612,82.0,0.875,0.8368935963288059,1.0,0.48870591274442593,0.8852751327959353,0.8529411764705882,0.8306741949976548,83.06741949976548,98.62068965517243,81,9,178,97
116105436,Набор для творчества Животные,Kids,29,29,0,5.0,4.9655172413793105,0.8207907267977784,1.0,0.9932432432432433,0.8247756940544192,0.027027027027026748,37.0,0.875,1.0,1.0,0.40230232818060574,0.8792701887708699,0.8529411764705882,0.8243107512505782,82.43107512505782,100.0,103,10,1,-102
112872921,Обучающий набор BOBO kids Аэробол,Kids,27,26,1,4.769230769230769,4.846153846153846,0.8014133928151914,0.9736842105263175,0.9824561403508784,0.8202216229205704,0.035087719298243315,57.0,0.875,1.0,1.0,0.44906858693083546,0.8843866880145417,0.8387096774193549,0.8242310512776847,82.42310512776847,95.38461538461537,104,11,325,221
130120117,Набор Набор KUROMI косметика для девочек,Kids,27,27,0,5.0,5.0,0.823633676713041,1.0,1.0,0.7975987830085595,0.0,41.0,0.875,0.9951975660151287,1.0,0.4133711542157449,0.8812157359190156,0.84375,0.8228555045480823,82.28555045480823,100.0,111,12,1,-110
107400879,Погремушка HADA BEAR Погремушка-прорезыватель,Kids,27,27,0,4.888888888888889,4.444444444444445,0.7553226735740316,0.9821428571428581,0.9107142857142904,0.7844238249867814,0.28571428571427043,42.0,0.875,0.9688476499716252,1.0,0.4159735321322259,0.8792292001751404,0.84375,0.8207730557381043,82.07730557381043,97.77777777777779,124,13,223,99
117972558,Интерактивная игрушка Жираф,Kids,27,27,0,4.925925925925926,4.962962962962963,0.7847888115741031,0.9635416666666647,0.9687499999999978,0.8016713851428475,0.020833333333332198,48.0,0.875,1.0,1.0,0.4304195964139618,0.8789107633240366,0.84375,0.8204392442556386,82.04392442556386,98.51851851851852,126,14,190,64
114865560,Телефон Toys Зайчик,Kids,28,28,0,4.714285714285714,4.571428571428571,0.7730641031918004,0.9384615384615416,0.8615384615384573,0.7779232941474052,0.3076923076923377,65.0,0.875,0.9558465882928988,1.0,0.4633588822311023,0.8767255104173275,0.8484848484848485,0.8199338289335977,81.99338289335977,94.28571428571428,129,15,365,236
109506290,Сортер Логические яйца - Фигуры,Kids,27,27,0,5.0,4.814814814814815,0.7644665380627464,1.0,0.963235294117647,0.771554746839843,0.14705882352941174,34.0,0.875,0.9431094936778,1.0,0.393207126875912,0.8763247187301784,0.84375,0.8177283413667107,81.77283413667107,100.0,137,16,1,-136
131378652,Конструктор Bricks деталей 164 шт,Kids,28,27,1,4.962962962962963,5.0,0.7611650155670995,0.9875000000000007,1.0,0.7490754937730244,0.049999999999997206,40.0,0.875,0.8981509875442526,1.0,0.41070606239990254,0.876009228525169,0.84375,0.8173976187990414,81.73976187990414,99.25925925925925,139,17,146,7
136150886,Карточки Карточки черно-белые для малышей,Kids,28,28,0,4.892857142857143,4.964285714285714,0.7536572926521165,0.9722222222222224,0.9861111111111113,0.7756144113219104,0.05555555555555497,36.0,0.875,0.9512288226419185,1.0,0.3993529278314313,0.8740543925831382,0.8484848484848485,0.8171180321831559,81.7118032183156,97.85714285714286,142,18,216,74
